Delta_t_ms,Kernel
11.0800,6.7691071423659306e+00
11.1200,6.6963467404109993e+00
11.1600,6.6243684321622602e+00
11.2000,6.5531638109789059e+00
11.2400,6.4827245605821799e+00
11.2800,6.4130424540841249e+00
11.3200,6.3441093530267052e+00
11.3600,6.2759172064312798e+00
11.4000,6.2084580498583470e+00
11.4400,6.1417240044772674e+00
11.4800,6.0757072761461179e+00
11.5200,6.0104001545013572e+00
11.5600,5.9457950120573075e+00
11.6000,5.8818843033153385e+00
11.6400,5.8186605638825393e+00
11.6800,5.7561164095999642e+00
11.7200,5.6942445356801832e+00
11.7600,5.6330377158541696e+00
11.8000,5.5724888015272507e+00
11.8400,5.5125907209442389e+00
11.8800,5.4533364783634619e+00
11.9200,5.3947191532397625e+00
11.9600,5.3367318994161348e+00
12.0000,5.2793679443241910e+00
12.0400,5.2226205881931405e+00
12.0800,5.1664832032673296e+00
12.1200,5.1109492330321125e+00
12.1600,5.0560121914481178e+00
12.2000,5.0016656621937114e+00
12.2400,4.9479032979155946e+00
12.2800,4.8947188194875233e+00
12.3200,4.8421060152768609e+00
12.3600,4.7900587404191608e+00
12.4000,4.7385709161004446e+00
12.4400,4.6876365288472810e+00
12.4800,4.6372496298243844e+00
12.5200,4.5874043341398689e+00
12.5600,4.5380948201579088e+00
12.6000,4.4893153288188365e+00
12.6400,4.4410601629664717e+00
12.6800,4.3933236866827565e+00
12.7200,4.3461003246295009e+00
12.7600,4.2993845613972494e+00
12.8000,4.2531709408610618e+00
12.8400,4.2074540655433026e+00
12.8800,4.1622285959832430e+00
12.9200,4.1174892501134330e+00
12.9600,4.0732308026428177e+00
13.0000,4.0294480844464093e+00
13.0400,3.9861359819615929e+00
13.0800,3.9432894365908799e+00
13.1200,3.9009034441111221e+00
13.1600,3.8589730540890037e+00
13.2000,3.8174933693028890e+00
13.2400,3.7764595451708436e+00
13.2800,3.7358667891848394e+00
13.3200,3.6957103603509815e+00
13.3600,3.6559855686358138e+00
13.4000,3.6166877744185326e+00
13.4400,3.5778123879491419e+00
13.4800,3.5393548688123522e+00
13.5200,3.5013107253973126e+00
13.5600,3.4636755143730138e+00
13.6000,3.4264448401693257e+00
13.6400,3.3896143544636450e+00
13.6800,3.3531797556730005e+00
13.7200,3.3171367884516796e+00
13.7600,3.2814812431942109e+00
13.8000,3.2462089555437408e+00
13.8400,3.2113158059056164e+00
13.8800,3.1767977189662719e+00
13.9200,3.1426506632172400e+00
13.9600,3.1088706504843193e+00
14.0000,3.0754537354617462e+00
14.0400,3.0423960152514278e+00
14.0800,3.0096936289070975e+00
14.1200,2.9773427569833979e+00
14.1600,2.9453396210897616e+00
14.2000,2.9136804834491388e+00
14.2400,2.8823616464614430e+00
14.2800,2.8513794522716864e+00
14.3200,2.8207302823427827e+00
14.3600,2.7904105570328976e+00
14.4000,2.7604167351773845e+00
14.4400,2.7307453136751887e+00
14.4800,2.7013928270797245e+00
14.5200,2.6723558471941038e+00
14.5600,2.6436309826707598e+00
14.6000,2.6152148786153528e+00
14.6400,2.5871042161949513e+00
14.6800,2.5592957122503885e+00
14.7200,2.5317861189128261e+00
14.7600,2.5045722232244110e+00
14.8000,2.4776508467630429e+00
14.8400,2.4510188452711223e+00
14.8800,2.4246731082883413e+00
14.9200,2.3986105587883899e+00
14.9600,2.3728281528195856e+00
15.0000,2.3473228791493566e+00
15.0400,2.3220917589125425e+00
15.0800,2.2971318452634795e+00
15.1200,2.2724402230318264e+00
15.1600,2.2480140083821114e+00
15.2000,2.2238503484768786e+00
15.2400,2.1999464211435269e+00
15.2800,2.1762994345446698e+00
15.3200,2.1529066268521011e+00
15.3600,2.1297652659241879e+00
15.4000,2.1068726489868039e+00
15.4400,2.0842261023176389e+00
15.4800,2.0618229809339543e+00
15.5200,2.0396606682836285e+00
15.5600,2.0177365759395793e+00
15.6000,1.9960481432974542e+00
15.6400,1.9745928372765498e+00
15.6800,1.9533681520239903e+00
15.7200,1.9323716086220253e+00
15.7600,1.9116007547985336e+00
15.8000,1.8910531646405930e+00
15.8400,1.8707264383111732e+00
15.8800,1.8506182017688184e+00
15.9200,1.8307261064903917e+00
15.9600,1.8110478291967793e+00
16.0000,1.7915810715815472e+00
16.0400,1.7723235600425060e+00
16.0800,1.7532730454161671e+00
16.1200,1.7344273027150612e+00
16.1600,1.7157841308678718e+00
16.2000,1.6973413524623575e+00
16.2400,1.6790968134910447e+00
16.2800,1.6610483830996534e+00
16.3200,1.6431939533382274e+00
16.3600,1.6255314389149409e+00
16.4000,1.6080587769525407e+00
16.4400,1.5907739267474168e+00
16.4800,1.5736748695312637e+00
16.5200,1.5567596082353024e+00
16.5600,1.5400261672570272e+00
16.6000,1.5234725922294694e+00
16.6400,1.5070969497929365e+00
16.6800,1.4908973273692239e+00
16.7200,1.4748718329382093e+00
16.7600,1.4590185948168990e+00
16.8000,1.4433357614408096e+00
16.8400,1.4278215011477373e+00
16.8800,1.4124740019638051e+00
16.9200,1.3972914713918549e+00
16.9600,1.3822721362020840e+00
17.0000,1.3674142422249416e+00
17.0400,1.3527160541462684e+00
17.0800,1.3381758553045970e+00
17.1200,1.3237919474906761e+00
17.1600,1.3095626507491149e+00
17.2000,1.2954863031821937e+00
17.2400,1.2815612607557407e+00
17.2800,1.2677858971071365e+00
17.3200,1.2541586033553509e+00
17.3600,1.2406777879130539e+00
17.4000,1.2273418763007056e+00
17.4400,1.2141493109626786e+00
17.4800,1.2010985510853451e+00
17.5200,1.1881880724171179e+00
17.5600,1.1754163670904230e+00
17.6000,1.1627819434455906e+00
17.6400,1.1502833258566441e+00
17.6800,1.1379190545589450e+00
17.7200,1.1256876854787172e+00
17.7600,1.1135877900643689e+00
17.8000,1.1016179551196565e+00
17.8400,1.0897767826386322e+00
17.8800,1.0780628896423647e+00
17.9200,1.0664749080174118e+00
17.9600,1.0550114843560339e+00
18.0000,1.0436712797981260e+00
18.0400,1.0324529698748481e+00
18.0800,1.0213552443539311e+00
18.1200,1.0103768070866499e+00
18.1600,9.9951637585644082e-01
18.2000,9.8877268222915515e-01
18.2400,9.7814447140489735e-01
18.2800,9.6763050207148560e-01
18.3200,9.5722954625946544e-01
18.3600,9.4694038919869494e-01
18.4000,9.3676182917646722e-01
18.4400,9.2669267739715400e-01
18.4800,9.1673175784336158e-01
18.5200,9.0687790713857930e-01
18.5600,8.9712997441131181e-01
18.6000,8.8748682116064914e-01
18.6400,8.7794732112330998e-01
18.6800,8.6851036014209038e-01
18.7200,8.5917483603574962e-01
18.7600,8.4993965847026676e-01
18.8000,8.4080374883150777e-01
18.8400,8.3176604009924204e-01
18.8800,8.2282547672252837e-01
18.9200,8.1398101449642690e-01
18.9600,8.0523162044004237e-01
19.0000,7.9657627267588216e-01
19.0400,7.8801396031050064e-01
19.0800,7.7954368331644364e-01
19.1200,7.7116445241543718e-01
19.1600,7.6287528896285672e-01
19.2000,7.5467522483341976e-01
19.2400,7.4656330230812196e-01
19.2800,7.3853857396237532e-01
19.3200,7.3060010255535512e-01
19.3600,7.2274696092053825e-01
19.4000,7.1497823185741594e-01
19.4400,7.0729300802436712e-01
19.4800,6.9969039183268700e-01
19.5200,6.9216949534175565e-01
19.5600,6.8472944015533277e-01
19.6000,6.7736935731896275e-01
19.6400,6.7008838721848729e-01
19.6800,6.6288567947964783e-01
19.7200,6.5576039286876753e-01
19.7600,6.4871169519450056e-01
19.8000,6.4173876321063505e-01
19.8400,6.3484078251994236e-01
19.8800,6.2801694747906323e-01
19.9200,6.2126646110441297e-01
19.9600,6.1458853497909605e-01
20.0000,6.0798238916082470e-01
